,T10Y2Y,BAA10Y,T10YFF,TB3SMFFM,BAAFF,MORTGAGE30US,DFF,UNRATE,CPIAUCSL,WM2NS,T10Y3M,BAMLH0A0HYM2,DGS10,MSPUS,CORESTICKM159SFRBATL,WM1NS,GFDEGDQ188S,VIXCLS,BAMLHYH0A0HYM2TRIV,BAMLCC0A0CMTRIV,BAMLHE00EHYITRIV,BAMLHYH0A3CMTRIV,BAMLCC1A013YTRIV,BAMLCC0A1AAATRIV,MEDCPIM158SFRBCLE,MICH,EXPINF10YR,DPCCRV1Q225SBEA,PCETRIM12M159SFRBDAL,EXPINF2YR,EXPINF1YR,STICKCPIM157SFRBATL,EXPINF30YR,IRSTCB01CAM156N,QCAN368BIS,IRLTLT01CAM156N,QCAR368BIS,LRUNTTTTCAM156S,a,b,A,B,s,R_y
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1913976495210867,0.0346228213287003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,10.0,0.25
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2225217267834364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,10.0,0.5
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1445462796641339,-0.3821172539537926,0.0,-0.0876425641237119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1297079996118975,0.0,1.0,1.0,2.0,1.0,10.0,0.75
30,0.1059250559009134,0.0,0.0,0.0,0.0,0.0,0.0,-0.1623532397354218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1104493006085935,0.0,0.0,0.0,-0.0432625649340688,0.0,0.0,0.0,0.0,0.0,0.0,0.060863846270184,0.0,0.0930761814358093,0.0,0.0,0.0,0.0,-0.011621647436956,-0.0110358028685371,0.0,1.0,1.0,2.0,1.0,20.0,0.25
31,0.0,0.0,0.0,0.0,-0.0516123554838868,0.0,0.0380016951272196,0.0,0.0,0.0,0.0,0.0203998936416623,0.1582974566176605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.193633164442455,0.0,0.0,0.0,1.0,1.0,2.0,1.0,20.0,0.5
32,0.0,0.0,0.0,0.0,0.0,0.0181214943329617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2117756512453115,0.0,0.0,0.0,0.0,0.0,0.0,0.1695960149542757,0.0,0.0,0.0,1.0,1.0,2.0,1.0,20.0,0.75
33,-0.0323691614334425,-0.017047295731296,0.0014336832727255,-0.0267733289119187,-0.0518467975078065,0.0273578685722178,-0.0016106231396799,0.0091139442694769,-0.0187470831087417,0.0,0.0373326742272876,-0.0746090492485963,-0.0452288136869985,-0.0064730863305116,0.0280373329431095,0.0253571596163364,-0.0519621749066989,0.0248722560580661,0.0730941123297785,-0.0088921046869307,0.001444060795354,-0.0290295000478696,-0.0293419981321404,-0.0001026632509121,-0.0446695289375394,0.0603430038603041,-0.0123902856138522,0.0612950483934739,-0.0037475193154397,-0.0103740253755663,-0.0580094784350419,-0.0025235006088007,0.0011785812530913,-0.0429589385363023,0.0383611925019865,-0.0102755999448334,0.0363871006588424,-0.0016935356543025,1.0,1.0,2.0,1.0,30.0,0.25
34,0.0044159408026735,-0.1011096341617723,-0.0457335137284946,-0.0455939664432726,0.0261732242152288,0.064721920813271,-0.0366381644439424,-0.031623108427855,0.0061383011774786,-0.0631777040259225,0.0674526826136784,0.0,0.0477591730504363,0.0476128422479103,-0.0698180615612225,0.0279452587104453,-0.0093748923329251,-0.0233635044404515,0.0288990731042595,0.0,0.0835512118497539,-0.115680831177968,0.016933546565231,-0.0016936373276669,-0.0323281294099204,0.0405103262470168,-0.0233286572879722,0.0414508878020958,0.0117797737116491,0.0185707910131151,-0.0239158714368028,0.0633124200704364,-0.0519959314405397,-0.1208787982654176,0.042396562394825,0.2127818670992873,0.0411475112686497,-0.0999635794221377,1.0,1.0,2.0,1.0,30.0,0.5
35,0.0,0.0,0.0,0.0,0.0,-0.0400630645580457,-0.0066848476367143,0.0,0.0,0.0,0.0,0.0,0.1897042025957157,0.0,0.0,0.0,-0.1143162757658739,0.0,-0.0503980186102712,0.0,0.0749172094220215,0.1576596545433251,0.0,0.0,0.0,0.0,0.0,0.0880609398187853,0.0,0.0,0.2529555338858659,0.0,0.0,-0.0835623677120284,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,30.0,0.75
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1417132459048525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1815319307798428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,10.0,0.25
37,0.0129606711288586,-0.0209478516064879,0.0,-0.0487342786220063,0.0,0.0,0.0276589370162266,-0.0559376213848,-0.0824727673055344,-0.0820816118824724,0.0,0.0,0.0793244310299193,-0.0193043380777949,0.0408692463492581,0.0,-0.0983447977967859,0.0920731765564588,0.0475365136976204,0.0,0.0,0.0,0.012777824535576,0.0,-0.0401995736000044,0.0199381347228921,-0.1891571741336881,0.0237772090413815,0.0520479197112401,0.0137718101618441,0.067660292137657,0.0494429167639383,0.1502745914198466,0.0024125204112931,0.2349693617467307,-0.0144026971473396,0.1821948006183046,0.0,1.0,1.0,2.0,2.0,10.0,0.5
38,0.0,-0.1896282107027728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,10.0,0.75
39,-0.1034406076541489,-0.0306043804619724,0.0590367399936486,0.0520370806438318,-0.1075822631816753,-0.117423025313152,0.0173353076683718,0.0094074994461577,-0.0242808611157428,-0.0369153973557487,-0.0620208385921861,-0.154861105082676,-0.0402783487153544,0.0158455393175907,0.0991045555098237,-0.0005679245958218,-0.1535920691061703,-0.0651617512673227,0.0677698870640071,0.0,-0.1716324482880752,0.0475149895528487,0.0,-0.0018015663157645,0.075543188644796,0.0013435377095052,-0.0518784004162171,0.0551940672136036,0.0409475716200338,-0.0003780195941911,0.0206684408833034,-0.0171300227635174,0.0523449578694431,-0.1135028569033736,0.1008655015291158,-0.0135510371866086,-0.0026074109101137,-0.1491808844599194,1.0,1.0,2.0,2.0,20.0,0.25
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0614990337834546,0.0,1.0,1.0,2.0,2.0,20.0,0.5
41,-0.0242188865393547,-0.0676122094736811,0.0,0.0599212435828365,0.0,-0.0784225744213184,0.0019905727388405,0.0,0.0,-0.0897985764514228,0.168534301708871,0.044530523418209,-0.0742173929226802,0.0,0.0499634316833722,0.1047493759625566,0.0,-0.0162337071811247,0.1731923337825371,0.0589632668224596,-0.0313825930771244,0.0513336104930816,0.0,-0.1082183794040855,0.0737166566033878,0.1141381910978504,0.0198666117467419,0.0,0.0374949839442794,0.0567753263190074,0.0737411988638406,0.0,0.0503805398824201,0.0,0.0,-0.0984432980816703,0.0067689491455546,-0.0240474407285269,1.0,1.0,2.0,2.0,20.0,0.75
42,0.0576012520110534,-0.105905191867937,-0.0284870170475812,0.0283818195117234,-0.0516912409741394,0.1070603687184644,0.0280232357072267,-0.0138533685788734,-0.0443947887398994,0.0536609982321884,-0.1003749831004005,0.0857588781160821,-0.0189352868892363,-0.1202946935868898,0.0102183929572231,-0.0212739617627434,-0.1252612019704304,-0.1463264558882075,0.117171301815557,0.0,-0.0487108157862193,0.0304156536593203,0.0685835045700521,0.0334685283931178,-0.0311343069019682,0.2090978303286726,0.1426988134587151,0.1892094237475797,-0.1324050177883403,-0.0115697061266315,0.0450153152664252,0.0213858323925552,-0.1546052649421727,-0.1064787102903253,0.2180196116873624,-0.0589005117923037,0.0534831445940903,-0.0673445433132982,1.0,1.0,2.0,2.0,30.0,0.25
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2360201556251323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,30.0,0.5
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0140590329225968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1038879600806188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1507870591647168,0.0,1.0,1.0,2.0,2.0,30.0,0.75
45,0.0,0.0,0.0,0.0,-0.0100249241294215,0.0,0.0,-0.1295786480422207,0.0,-0.3282949447738789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1889282891575419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006823682039748,1.0,1.0,2.0,3.0,10.0,0.25
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1185386440116522,0.0,0.0,0.0,0.0,-0.2340481327768388,0.0,0.0,0.0,0.0,0.0,0.0,0.0129293643384561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1451003813960472,0.0,1.0,1.0,2.0,3.0,10.0,0.5
47,0.0,0.0,0.0,0.0,0.0,0.3248939022206409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,10.0,0.75
48,-0.0194894805751347,0.0497743154320139,0.0,0.0,0.0,-0.0038252427959844,0.0,-0.0999203657475548,-0.1054713095735306,-0.1017977231720497,-0.0653673236553008,-0.0754597589764063,0.097371421004493,0.0170251205514478,0.0020724090888109,0.0,0.0,-0.0330430350542231,0.0328246928814002,0.0,0.0,0.0,0.1494296128999114,0.0,0.0,0.0484213230687168,0.0,0.0388600855228599,0.0,0.0,0.0811936343758843,0.0356853226422279,0.0,-0.0943976837168949,0.0,0.0,0.0405472559700443,0.0,1.0,1.0,2.0,3.0,20.0,0.25
49,0.0172577681771061,0.0097504146753699,-0.0164784733105465,-0.1048040448248127,0.0,-0.0655098784390762,0.0334945441451994,0.0723867064146664,-0.0349385048648427,0.035788469099716,-0.01394197925648,-0.1272755478845099,0.0707760110470921,0.1062688382348198,0.0602703226305281,-0.0351158825039379,-0.0161865635345777,-0.020257313678196,0.0176187455387775,-0.0097057094694729,0.0497003011247877,-0.02911160947087,-0.0108155142674942,-0.042456170192107,0.0,0.0493769844977467,0.006344049079079,0.0314274229366967,-0.0078240455075225,0.0,0.0506869868977646,0.0840282148846368,-0.0344252751723351,0.0397472686126551,0.0948254893265906,0.0140909750098078,0.0412081111950774,-0.017747373685772,1.0,1.0,2.0,3.0,20.0,0.5
